year,age,total,men,women,forecast_type
2037,3 года,1252112,644094,608018,Средний
2037,4 года,1225651,630388,595263,Средний
2037,5 лет,1207238,620820,586418,Средний
2037,6 лет,1199456,616743,582713,Средний
2037,7 лет,1193847,613799,580048,Средний
2037,8 лет,1181154,607237,573917,Средний
2037,9 лет,1169081,601003,568078,Средний
2037,10 лет,1174722,603908,570814,Средний
2037,11 лет,1187339,610409,576930,Средний
2037,12 лет,1208333,621205,587128,Средний
2037,13 лет,1282692,659443,623249,Средний
2037,14 лет,1344861,690315,654546,Средний
2037,15 лет,1433345,737162,696183,Средний
2037,16 лет,1466787,754485,712302,Средний
2037,17 лет,1521210,782214,738996,Средний
2037,18 лет,1645470,848590,796880,Средний
2037,19 лет,1734686,893372,841314,Средний
2037,20 лет,1935480,996928,938552,Средний
2037,21 лет,2006971,1034085,972886,Средний
2037,22 лет,2000926,1033918,967008,Средний
2037,23 лет,1995168,1029930,965238,Средний
2037,24 лет,2012734,1040472,972262,Средний
2037,25 лет,1914477,988346,926131,Средний
2037,26 лет,1864041,963046,900995,Средний
2037,27 лет,1812721,932932,879789,Средний
2037,28 лет,1796428,919890,876538,Средний
2037,29 лет,1689665,863754,825911,Средний
2037,30 лет,1553508,793194,760314,Средний
2037,31 лет,1572979,800176,772803,Средний
2037,32 лет,1532301,778012,754289,Средний
2037,33 лет,1561578,788665,772913,Средний
2037,34 лет,1531675,779368,752307,Средний
2037,35 лет,1446737,734894,711843,Средний
2037,36 лет,1549343,785835,763508,Средний
2037,37 лет,1465369,742254,723115,Средний
2037,38 лет,1459195,732773,726422,Средний
2037,39 лет,1403115,703539,699576,Средний
2037,40 лет,1536794,769779,767015,Средний
2037,41 лет,1640210,814816,825394,Средний
2037,42 лет,1589092,792935,796157,Средний
2037,43 лет,1624539,802619,821920,Средний
2037,44 лет,1799783,879872,919911,Средний
2037,45 лет,1961444,955817,1005627,Средний
2037,46 лет,2327893,1133919,1193974,Средний
2037,47 лет,2367846,1140893,1226953,Средний
2037,48 лет,2401923,1149701,1252222,Средний
2037,49 лет,2497481,1192686,1304795,Средний
2037,50 лет,2504437,1195704,1308733,Средний
2037,51 лет,2491084,1183284,1307800,Средний
2037,52 лет,2331566,1101638,1229928,Средний
2037,53 лет,2361863,1102064,1259799,Средний
2037,54 лет,2224404,1031124,1193280,Средний
2037,55 лет,2093792,967220,1126572,Средний
2037,56 лет,2267873,1052916,1214957,Средний
2037,57 лет,2043552,932056,1111496,Средний
2037,58 лет,2000889,905641,1095248,Средний
2037,59 лет,1876119,837642,1038477,Средний
2037,60 лет,1935847,862701,1073146,Средний
2037,61 лет,1921061,848519,1072542,Средний
2037,62 лет,1790803,788013,1002790,Средний
2037,63 лет,1691261,734972,956289,Средний
2037,64 лет,1690827,729715,961112,Средний
2037,65 лет,1603873,687600,916273,Средний
2037,66 лет,1678657,725031,953626,Средний
2037,67 лет,1496516,629969,866547,Средний
2037,68 лет,1472035,612153,859882,Средний
2037,69 лет,1358856,552885,805971,Средний
2037,70 лет,1385976,556359,829617,Средний
2037,71 лет,1461780,580579,881201,Средний
2037,72 лет,1396453,538262,858191,Средний
2037,73 лет,1485835,563523,922312,Средний
2037,74 лет,1458379,537946,920433,Средний
2037,75 лет,1468956,531332,937624,Средний
2037,76 лет,1554460,558582,995878,Средний
2037,77 лет,1375641,477465,898176,Средний
2037,78 лет,1312264,443554,868710,Средний
2037,79 лет,1182465,389610,792855,Средний
2037,80 лет,1107403,355086,752317,Средний
2037,81 лет,1034351,322994,711357,Средний
2037,82 лет,938728,283632,655096,Средний
2037,83 лет,778044,228488,549556,Средний
2037,84 лет,720958,206475,514483,Средний
2037,85 лет и более,3022593,781451,2241142,Средний
2037,Все население,140672352,65439361,75232991,Средний
2038,0 лет,1347191,693253,653938,Средний
2038,1 год,1316436,677349,639087,Средний
2038,2 года,1292962,665189,627773,Средний
2038,3 года,1272837,654743,618094,Средний
2038,4 года,1255893,645922,609971,Средний
2038,5 лет,1229570,632277,597293,Средний
2038,6 лет,1211226,622762,588464,Средний
2038,7 лет,1203406,618667,584739,Средний
2038,8 лет,1197571,615624,581947,Средний
2038,9 лет,1184592,608919,575673,Средний
2038,10 лет,1172299,602592,569707,Средний
2038,11 лет,1177772,605419,572353,Средний
2038,12 лет,1190304,611868,578436,Средний
2038,13 лет,1211297,622660,588637,Средний
2038,14 лет,1285776,660947,624829,Средний
2038,15 лет,1347956,691825,656131,Средний
2038,16 лет,1436336,738637,697699,Средний
2038,17 лет,1470738,756600,714138,Средний
2038,18 лет,1527683,786011,741672,Средний
2038,19 лет,1654549,854100,800449,Средний
2038,20 лет,1745602,900058,845544,Средний
2038,21 лет,1947695,1004401,943294,Средний
2038,22 лет,2020373,1042123,978250,Средний
2038,23 лет,2014437,1041731,972706,Средний
2038,24 лет,2007560,1036795,970765,Средний
2038,25 лет,2023229,1045939,977290,Средний
2038,26 лет,1923181,992551,930630,Средний
2038,27 лет,1870368,965710,904658,Средний
2038,28 лет,1816059,933666,882393,Средний
2038,29 лет,1796953,918754,878199,Средний
2038,30 лет,1689958,862405,827553,Средний
2038,31 лет,1554628,792354,762274,Средний
2038,32 лет,1573746,799070,774676,Средний
2038,33 лет,1533847,777476,756371,Средний
2038,34 лет,1563147,788091,775056,Средний
2038,35 лет,1534479,779542,754937,Средний
2038,36 лет,1450628,735830,714798,Средний
2038,37 лет,1552713,786492,766221,Средний
2038,38 лет,1469775,743743,726032,Средний
2038,39 лет,1463885,734590,729295,Средний
2038,40 лет,1407839,705500,702339,Средний
2038,41 лет,1540407,771130,769277,Средний
2038,42 лет,1642989,815664,827325,Средний
2038,43 лет,1591465,793536,797929,Средний
2038,44 лет,1625661,802472,823189,Средний
2038,45 лет,1799014,878476,920538,Средний
2038,46 лет,1958347,952871,1005476,Средний
2038,47 лет,2320893,1128368,1192525,Средний
2038,48 лет,2359557,1134523,1225034,Средний
2038,49 лет,2392322,1142477,1249845,Средний
2038,50 лет,2486093,1184292,1301801,Средний
2038,51 лет,2491957,1186531,1305426,Средний
2038,52 лет,2477824,1173556,1304268,Средний
2038,53 лет,2318655,1092156,1226499,Средний
2038,54 лет,2347748,1091803,1255945,Средний
2038,55 лет,2210474,1020960,1189514,Средний
2038,56 лет,2079588,956802,1122786,Средний
2038,57 лет,2250462,1040201,1210261,Средний
2038,58 лет,2027399,920310,1107089,Средний
2038,59 лет,1984000,893443,1090557,Средний
2038,60 лет,1859164,825475,1033689,Средний
2038,61 лет,1916353,848874,1067479,Средний
2038,62 лет,1900021,833754,1066267,Средний
2038,63 лет,1769776,773252,996524,Средний
2038,64 лет,1669836,720104,949732,Средний
2038,65 лет,1667394,713664,953730,Средний
2038,66 лет,1579679,671195,908484,Средний
2038,67 лет,1650707,706170,944537,Средний
2038,68 лет,1469851,612302,857549,Средний
2038,69 лет,1443356,593455,849901,Средний
2038,70 лет,1330107,534551,795556,Средний
2038,71 лет,1353654,536178,817476,Средний
2038,72 лет,1424050,557486,866564,Средний
2038,73 лет,1356867,514796,842071,Средний
2038,74 лет,1439031,536487,902544,Средний
2038,75 лет,1407706,509663,898043,Средний
2038,76 лет,1412306,500653,911653,Средний
2038,77 лет,1487588,523147,964441,Средний
2038,78 лет,1310284,444274,866010,Средний
2038,79 лет,1243208,409788,833420,Средний
2038,80 лет,1113488,357202,756286,Средний
2038,81 лет,1035452,322721,712731,Средний
2038,82 лет,959429,290725,668704,Средний
2038,83 лет,863033,252608,610425,Средний
2038,84 лет,708222,201168,507054,Средний
2038,85 лет и более,3191272,816029,2375243,Средний
2038,Все население,140413185,65337477,75075708,Средний
2039,0 лет,1369749,704859,664890,Средний
2039,1 год,1349433,694326,655107,Средний
2039,2 года,1319480,678831,640649,Средний
2039,3 года,1296472,666886,629586,Средний
2039,4 года,1276574,656535,620039,Средний
2039,5 лет,1259778,647786,611992,Средний
2039,6 лет,1233528,634190,599338,Средний
2039,7 лет,1215161,624664,590497,Средний
2039,8 лет,1207128,620481,586647,Средний
2039,9 лет,1201003,617303,583700,Средний
2039,10 лет,1187793,610495,577298,Средний
2039,11 лет,1175326,604091,571235,Средний
2039,12 лет,1180720,606870,573850,Средний
2039,13 лет,1193294,613330,579964,Средний
2039,14 лет,1214475,624206,590269,Средний
2039,15 лет,1288961,662488,626473,Средний
2039,16 лет,1351091,693358,657733,Средний
2039,17 лет,1440378,740783,699595,Средний
2039,18 лет,1477341,760446,716895,Средний
2039,19 лет,1537058,791678,745380,Средний
2039,20 лет,1665834,860998,804836,Средний
2039,21 лет,1758483,907940,850543,Средний
2039,22 лет,1961606,1012769,948837,Средний
2039,23 лет,2034401,1050282,984119,Средний
2039,24 лет,2027697,1049161,978536,Средний
2039,25 лет,2019396,1043140,976256,Средний
2039,26 лет,2033048,1050884,982164,Средний
2039,27 лет,1930998,996211,934787,Средний
2039,28 лет,1875106,967339,907767,Средний
2039,29 лет,1817639,933197,884442,Средний
2039,30 лет,1796286,916769,879517,Средний
2039,31 лет,1689731,860653,829078,Средний
2039,32 лет,1555502,791286,764216,Средний
2039,33 лет,1574465,797908,776557,Средний
2039,34 лет,1535536,777038,758498,Средний
2039,35 лет,1564963,787667,777296,Средний
2039,36 лет,1537365,779801,757564,Средний
2039,37 лет,1454382,736756,717626,Средний
2039,38 лет,1555933,787191,768742,Средний
2039,39 лет,1473968,745227,728741,Средний
2039,40 лет,1468298,736387,731911,Средний
2039,41 лет,1412276,707402,704874,Средний
2039,42 лет,1543786,772405,771381,Средний
2039,43 лет,1645247,816263,828984,Средний
2039,44 лет,1593221,793824,799397,Средний
2039,45 лет,1626492,802172,824320,Средний
2039,46 лет,1797933,876952,920981,Средний
2039,47 лет,1954754,949702,1005052,Средний
2039,48 лет,2313442,1122592,1190850,Средний
2039,49 лет,2350912,1128019,1222893,Средний
2039,50 лет,2382404,1135188,1247216,Средний
2039,51 лет,2474300,1175725,1298575,Средний
2039,52 лет,2478961,1177083,1301878,Средний
2039,53 лет,2464044,1163565,1300479,Средний
2039,54 лет,2305233,1082392,1222841,Средний
2039,55 лет,2332901,1081137,1251764,Средний
2039,56 лет,2195829,1010379,1185450,Средний
2039,57 лет,2064640,945934,1118706,Средний
2039,58 лет,2232285,1027067,1205218,Средний
2039,59 лет,2010560,908196,1102364,Средний
2039,60 лет,1966232,880726,1085506,Средний
2039,61 лет,1841261,812791,1028470,Средний
2039,62 лет,1895731,834412,1061319,Средний
2039,63 лет,1877741,818243,1059498,Средний
2039,64 лет,1747460,757775,989685,Средний
2039,65 лет,1647073,704523,942550,Средний
2039,66 лет,1642562,696866,945696,Средний
2039,67 лет,1554011,653983,900028,Средний
2039,68 лет,1621141,686401,934740,Средний
2039,69 лет,1441542,593749,847793,Средний
2039,70 лет,1412969,573879,839090,Средний
2039,71 лет,1299675,515379,784296,Средний
2039,72 лет,1319426,515047,804379,Средний
2039,73 лет,1384011,533283,850728,Средний
2039,74 лет,1314885,490247,824638,Средний
2039,75 лет,1389519,508319,881200,Средний
2039,76 лет,1354184,480263,873921,Средний
2039,77 лет,1352516,468820,883696,Средний
2039,78 лет,1417194,486540,930654,Средний
2039,79 лет,1241863,410220,831643,Средний
2039,80 лет,1171213,375399,795814,Средний
2039,81 лет,1041691,324345,717346,Средний
2039,82 лет,961021,290162,670859,Средний
2039,83 лет,882521,258567,623954,Средний
2039,84 лет,786010,221993,564017,Средний
2039,85 лет и более,3325142,836595,2488547,Средний
2039,Все население,140173194,65246734,74926460,Средний
2040,0 лет,1386350,713411,672939,Средний
2040,1 год,1371981,705928,666053,Средний
2040,2 года,1352451,695783,656668,Средний
2040,3 года,1322946,680488,642458,Средний
2040,4 года,1300167,668654,631513,Средний
2040,5 лет,1280422,658373,622049,Средний
2040,6 лет,1263706,649670,614036,Средний
2040,7 лет,1237445,636071,601374,Средний
2040,8 лет,1218875,626467,592408,Средний
2040,9 лет,1210561,622149,588412,Средний
2040,10 лет,1204193,618865,585328,Средний
2040,11 лет,1190816,611991,578825,Средний
2040,12 лет,1178252,605524,572728,Средний
2040,13 лет,1183703,608320,575383,Средний
2040,14 лет,1196463,614871,581592,Средний
2040,15 лет,1217759,625801,591958,Средний
2040,16 лет,1292254,664106,628148,Средний
2040,17 лет,1355326,695602,659724,Средний
2040,18 лет,1447091,744672,702419,Средний
2040,19 лет,1486907,766222,720685,Средний
2040,20 лет,1548773,798862,749911,Средний
2040,21 лет,1679205,869195,810010,Средний
2040,22 лет,1773157,916782,856375,Средний
2040,23 лет,1976267,1021323,954944,Средний
2040,24 лет,2048401,1058192,990209,Средний
2040,25 лет,2040687,1056258,984429,Средний
2040,26 лет,2030791,1049141,981650,Средний
2040,27 лет,2042018,1055300,986718,Средний
2040,28 лет,1937147,998771,938376,Средний
2040,29 лет,1877848,967611,910237,Средний
2040,30 лет,1817691,931660,886031,Средний
2040,31 лет,1794724,914139,880585,Средний
2040,32 лет,1689004,858515,830489,Средний
2040,33 лет,1556165,790050,766115,Средний
2040,34 лет,1575289,796821,778468,Средний
2040,35 лет,1537419,776712,760707,Средний
2040,36 лет,1566898,787343,779555,Средний
2040,37 лет,1540144,780071,760073,Средний
2040,38 лет,1457961,737718,720243,Средний
2040,39 лет,1559041,787953,771088,Средний
2040,40 лет,1477944,746729,731215,Средний
2040,41 лет,1472499,738179,734320,Средний
2040,42 лет,1416471,709225,707246,Средний
2040,43 лет,1546658,773445,773213,Средний
2040,44 лет,1646908,816559,830349,Средний
2040,45 лет,1594664,793948,800716,Средний
2040,46 лет,1627012,801742,825270,Средний
2040,47 лет,1796347,875188,921159,Средний
2040,48 лет,1950694,946284,1004410,Средний
2040,49 лет,2305628,1116661,1188967,Средний
2040,50 лет,2341947,1121426,1220521,Средний
2040,51 лет,2372069,1127702,1244367,Средний
2040,52 лет,2461980,1166862,1295118,Средний
2040,53 лет,2465423,1167362,1298061,Средний
2040,54 лет,2449726,1153286,1296440,Средний
2040,55 лет,2291108,1072223,1218885,Средний
2040,56 лет,2317332,1070033,1247299,Средний
2040,57 лет,2180420,999318,1181102,Средний
2040,58 лет,2048953,934650,1114303,Средний
2040,59 лет,2213343,1013548,1199795,Средний
2040,60 лет,1992774,895541,1097233,Средний
2040,61 лет,1947377,867420,1079957,Средний
2040,62 лет,1822152,799436,1022716,Средний
2040,63 лет,1873765,819150,1054615,Средний
2040,64 лет,1854073,801960,1052113,Средний
2040,65 лет,1723732,741528,982204,Средний
2040,66 лет,1622865,688147,934718,Средний
2040,67 лет,1616147,679191,936956,Средний
2040,68 лет,1526781,635902,890879,Средний
2040,69 лет,1589737,665621,924116,Средний
2040,70 лет,1411463,574274,837189,Средний
2040,71 лет,1380754,553364,827390,Средний
2040,72 лет,1267307,495218,772089,Средний
2040,73 лет,1282948,492814,790134,Средний
2040,74 лет,1341433,507874,833559,Средний
2040,75 лет,1270303,464540,805763,Средний
2040,76 лет,1337065,478923,858142,Средний
2040,77 лет,1297485,449644,847841,Средний
2040,78 лет,1289330,435828,853502,Средний
2040,79 лет,1343314,448886,894428,Средний
2040,80 лет,1170287,375443,794844,Средний
2040,81 лет,1096037,340481,755556,Средний
2040,82 лет,967207,291230,675977,Средний
2040,83 лет,884417,257659,626758,Средний
2040,84 лет,804070,226799,577271,Средний
2040,85 лет и более,3508993,868877,2640116,Средний
2040,Все население,139945240,65165505,74779735,Средний
2041,0 лет,1400643,720773,679870,Средний
2041,1 год,1388568,714465,674103,Средний
2041,2 года,1374948,707347,667601,Средний
2041,3 года,1355868,697419,658449,Средний
2041,4 года,1326595,682228,644367,Средний
2041,5 лет,1303973,670450,633523,Средний
2041,6 лет,1284304,660215,624089,Средний
2041,7 лет,1267576,651518,616058,Средний
2041,8 лет,1241119,637845,603274,Средний
2041,9 лет,1222285,628117,594168,Средний
2041,10 лет,1213748,623714,590034,Средний
2041,11 лет,1207214,620352,586862,Средний
2041,12 лет,1193710,613403,580307,Средний
2041,13 лет,1181225,606973,574252,Средний
2041,14 лет,1186876,609856,577020,Средний
2041,15 лет,1199813,616498,583315,Средний
2041,16 лет,1221178,627483,593695,Средний
2041,17 лет,1296622,666408,630214,Средний
2041,18 лет,1362206,699567,662639,Средний
2041,19 лет,1456787,750515,706272,Средний
2041,20 лет,1498926,773599,725327,Средний
2041,21 лет,1562620,807363,755257,Средний
2041,22 лет,1694393,878342,816051,Средний
2041,23 лет,1788680,925864,862816,Средний
2041,24 лет,1991060,1029731,961329,Средний
2041,25 лет,2062347,1065910,996437,Средний
2041,26 лет,2053498,1063183,990315,Средний
2041,27 лет,2041517,1054735,986782,Средний
2041,28 лет,2049265,1058592,990673,Средний
2041,29 лет,1941160,999895,941265,Средний
2041,30 лет,1878736,966598,912138,Средний
2041,31 лет,1816497,929240,887257,Средний
2041,32 лет,1792390,910920,881470,Средний
2041,33 лет,1687907,856086,831821,Средний
2041,34 лет,1556801,788781,768020,Средний
2041,35 лет,1576286,795836,780450,Средний
2041,36 лет,1539395,776463,762932,Средний
2041,37 лет,1568765,787076,781689,Средний
2041,38 лет,1542762,780389,762373,Средний
2041,39 лет,1461357,738709,722648,Средний
2041,40 лет,1562035,788808,773227,Средний
2041,41 лет,1481809,748297,733512,Средний
2041,42 лет,1476548,739959,736589,Средний
2041,43 лет,1420191,710841,709350,Средний
2041,44 лет,1548977,774208,774769,Средний
2041,45 лет,1648295,816725,831570,Средний
2041,46 лет,1595820,793963,801857,Средний
2041,47 лет,1627059,801097,825962,Средний
2041,48 лет,1794290,873161,921129,Средний
2041,49 лет,1946251,942681,1003570,Средний
2041,50 лет,2297459,1110611,1186848,Средний
2041,51 лет,2332532,1114604,1217928,Средний
2041,52 лет,2361200,1119902,1241298,Средний
2041,53 лет,2449116,1157712,1291404,Средний
2041,54 лет,2451340,1157333,1294007,Средний
2041,55 лет,2434688,1142598,1292090,Средний
2041,56 лет,2276227,1061590,1214637,Средний
2041,57 лет,2300949,1058423,1242526,Средний
2041,58 лет,2164236,987821,1176415,Средний
2041,59 лет,2032498,922965,1109533,Средний
2041,60 лет,2193356,999391,1193965,Средний
2041,61 лет,1973869,882271,1091598,Средний
2041,62 лет,1927266,853412,1073854,Средний
2041,63 лет,1801731,785279,1016452,Средний
2041,64 лет,1850410,803101,1047309,Средний
2041,65 лет,1828910,784856,1044054,Средний
2041,66 лет,1698481,724438,974043,Средний
2041,67 лет,1597084,670896,926188,Средний
2041,68 лет,1588113,660602,927511,Средний
2041,69 лет,1497828,616862,880966,Средний
2041,70 лет,1556418,643816,912602,Средний
2041,71 лет,1379595,553861,825734,Средний
2041,72 лет,1346491,531782,814709,Средний
2041,73 лет,1232791,473983,758808,Средний
2041,74 лет,1244061,469425,774636,Средний
2041,75 лет,1296164,481245,814919,Средний
2041,76 лет,1222952,437688,785264,Средний
2041,77 лет,1281431,448294,833137,Средний
2041,78 лет,1237488,417900,819588,Средний
2041,79 лет,1222919,401883,821036,Средний
2041,80 лет,1265995,410459,855536,Средний
2041,81 лет,1095539,340166,755373,Средний
2041,82 лет,1018027,305320,712707,Средний
2041,83 лет,890524,258229,632295,Средний
2041,84 лет,806233,225616,580617,Средний
2041,85 лет и более,3681925,896554,2785371,Средний
2041,Все население,139726741,65093086,74633655,Средний
2042,0 лет,1414126,727712,686414,Средний
2042,1 год,1402730,721753,680977,Средний
2042,2 года,1391356,715790,675566,Средний
2042,3 года,1378155,708872,669283,Средний
2042,4 года,1359324,699047,660277,Средний
2042,5 лет,1330221,683935,646286,Средний
2042,6 лет,1307668,672204,635464,Средний
2042,7 лет,1287994,661976,626018,Средний
2042,8 лет,1271089,653208,617881,Средний
2042,9 лет,1244392,639428,604964,Средний
2042,10 лет,1225376,629622,595754,Средний
2042,11 лет,1216659,625140,591519,Средний
2042,12 лет,1210007,621711,588296,Средний
2042,13 лет,1196569,614785,581784,Средний
2042,14 лет,1184298,608450,575848,Средний
2042,15 лет,1190104,611417,578687,Средний
2042,16 лет,1203152,618125,585027,Средний
2042,17 лет,1225541,629763,595778,Средний
2042,18 лет,1303373,670270,633103,Средний
2042,19 лет,1371718,705280,666438,Средний
2042,20 лет,1468534,757724,710810,Средний
2042,21 лет,1512558,781968,730590,Средний
2042,22 лет,1577730,816464,761266,Средний
2042,23 лет,1709941,887435,822506,Средний
2042,24 лет,1804013,934606,869407,Средний
2042,25 лет,2005639,1037865,967774,Средний
2042,26 лет,2076029,1073432,1002597,Средний
2042,27 лет,2065636,1069724,995912,Средний
2042,28 лет,2050597,1059254,991343,Средний
2042,29 лет,2054305,1060397,993908,Средний
2042,30 лет,1943172,999650,943522,Средний
2042,31 лет,1878230,964599,913631,Средний
2042,32 лет,1814409,926143,888266,Средний
2042,33 лет,1789658,907401,882257,Средний
2042,34 лет,1686731,853611,833120,Средний
2042,35 лет,1557464,787554,769910,Средний
2042,36 лет,1577272,794894,782378,Средний
2042,37 лет,1541142,776192,764950,Средний
2042,38 лет,1570334,786788,783546,Средний
2042,39 лет,1544989,780623,764366,Средний
2042,40 лет,1464347,739603,724744,Средний
2042,41 лет,1564702,789606,775096,Средний
2042,42 лет,1485218,749678,735540,Средний
2042,43 лет,1479770,741316,738454,Средний
2042,44 лет,1423041,711974,711067,Средний
2042,45 лет,1550708,774640,776068,Средний
2042,46 лет,1649099,816588,832511,Средний
2042,47 лет,1596227,793573,802654,Средний
2042,48 лет,1626370,799992,826378,Средний
2042,49 лет,1791653,870794,920859,Средний
2042,50 лет,1941354,938854,1002500,Средний
2042,51 лет,2288872,1104322,1184550,Средний
2042,52 лет,2322651,1107485,1215166,Средний
2042,53 лет,2349886,1111849,1238037,Средний
2042,54 лет,2435873,1148336,1287537,Средний
2042,55 лет,2436750,1146992,1289758,Средний
2042,56 лет,2419080,1131527,1287553,Средний
2042,57 лет,2260721,1050554,1210167,Средний
2042,58 лет,2283958,1046459,1237499,Средний
2042,59 лет,2147365,975951,1171414,Средний
2042,60 лет,2015246,910796,1104450,Средний
2042,61 лет,2172443,984724,1187719,Средний
2042,62 лет,1953893,868376,1085517,Средний
2042,63 лет,1905979,838643,1067336,Средний
2042,64 лет,1780120,770435,1009685,Средний
2042,65 лет,1825818,786361,1039457,Средний
2042,66 лет,1802442,767028,1035414,Средний
2042,67 лет,1671851,706590,965261,Средний
2042,68 лет,1569900,652879,917021,Средний
2042,69 лет,1558521,641189,917332,Средний
2042,70 лет,1467261,597025,870236,Средний
2042,71 лет,1521366,621166,900200,Средний
2042,72 лет,1345865,532546,813319,Средний
2042,73 лет,1310143,509230,800913,Средний
2042,74 лет,1196172,451816,744356,Средний
2042,75 лет,1202937,445122,757815,Средний
2042,76 лет,1248358,453670,794688,Средний
2042,77 лет,1172988,409943,763045,Средний
2042,78 лет,1222874,416820,806054,Средний
2042,79 лет,1174696,385515,789181,Средний
2042,80 лет,1153715,367557,786158,Средний
2042,81 лет,1185643,371821,813822,Средний
2042,82 лет,1018283,304958,713325,Средний
2042,83 лет,938025,270580,667445,Средний
2042,84 лет,812580,225975,586605,Средний
2042,85 лет и более,3833474,916253,2917221,Средний
2042,Все население,139520473,65031923,74488550,Средний
2043,0 лет,1420264,730875,689389,Средний
2043,1 год,1416208,728690,687518,Средний
2043,2 года,1405480,723053,682427,Средний
2043,3 года,1394538,717281,677257,Средний
2043,4 года,1381584,710477,671107,Средний
2043,5 лет,1362892,700711,662181,Средний
2043,6 лет,1333873,685648,648225,Средний
2043,7 лет,1311297,673919,637378,Средний
2043,8 лет,1291462,663635,627827,Средний
2043,9 лет,1274333,654769,619564,Средний
2043,10 лет,1247476,640926,606550,Средний
2043,11 лет,1228287,631049,597238,Средний
2043,12 лет,1219467,626506,592961,Средний
2043,13 лет,1212848,623080,589768,Средний
2043,14 лет,1199627,616258,583369,Средний
2043,15 лет,1187533,610015,577518,Средний
2043,16 лет,1193501,613072,580429,Средний
2043,17 лет,1207613,620446,587167,Средний
2043,18 лет,1232436,633691,598745,Средний
2043,19 лет,1313043,676069,636974,Средний
2043,20 лет,1383772,712698,671074,Средний
2043,21 лет,1482449,766278,716171,Средний
2043,22 лет,1528024,791296,736728,Средний
2043,23 лет,1593824,825886,767938,Средний
2043,24 лет,1725940,896567,829373,Средний
2043,25 лет,1819742,943451,876291,Средний
2043,26 лет,2020520,1046164,974356,Средний
2043,27 лет,2089508,1080863,1008645,Средний
2043,28 лет,2076395,1075355,1001040,Средний
2043,29 лет,2057463,1062292,995171,Средний
2043,30 лет,2056981,1060573,996408,Средний
2043,31 лет,1943276,998040,945236,Средний
2043,32 лет,1876253,961513,914740,Средний
2043,33 лет,1811383,922368,889015,Средний
2043,34 лет,1786551,903600,882951,Средний
2043,35 лет,1685510,851093,834417,Средний
2043,36 лет,1558093,786314,771779,Средний
2043,37 лет,1578083,793921,784162,Средний
2043,38 лет,1542622,775865,766757,Средний
2043,39 лет,1571677,786468,785209,Средний
2043,40 лет,1547060,780887,766173,Средний
2043,41 лет,1467235,740551,726684,Средний
2043,42 лет,1567247,790409,776838,Средний
2043,43 лет,1488152,750829,737323,Средний
2043,44 лет,1482468,742376,740092,Средний
2043,45 лет,1425543,712895,712648,Средний
2043,46 лет,1552073,774878,777195,Средний
2043,47 лет,1649357,816138,833219,Средний
2043,48 лет,1596054,792798,803256,Средний
2043,49 лет,1625182,798569,826613,Средний
2043,50 лет,1788483,868128,920355,Средний
2043,51 лет,1935861,934631,1001230,Средний
2043,52 лет,2279548,1097527,1182021,Средний
2043,53 лет,2312004,1099856,1212148,Средний
2043,54 лет,2337794,1103259,1234535,Средний
2043,55 лет,2421692,1138311,1283381,Средний
2043,56 лет,2421169,1135954,1285215,Средний
2043,57 лет,2402411,1119729,1282682,Средний
2043,58 лет,2244215,1038864,1205351,Средний
2043,59 лет,2265907,1033829,1232078,Средний
2043,60 лет,2129303,963304,1165999,Средний
2043,61 лет,1996719,897851,1098868,Средний
2043,62 лет,2150010,969101,1180909,Средний
2043,63 лет,1932417,853494,1078923,Средний
2043,64 лет,1883192,822967,1060225,Средний
2043,65 лет,1757032,754752,1002280,Средний
2043,66 лет,1799654,768747,1030907,Средний
2043,67 лет,1774338,748309,1026029,Средний
2043,68 лет,1643631,687887,955744,Средний
2043,69 лет,1541115,634035,907080,Средний
2043,70 лет,1527250,620972,906278,Средний
2043,71 лет,1435126,576473,858653,Средний
2043,72 лет,1484413,597648,886765,Средний
2043,73 лет,1310202,510414,799788,Средний
2043,74 лет,1271769,485877,785892,Средний
2043,75 лет,1157555,428969,728586,Средний
2043,76 лет,1159655,420177,739478,Средний
2043,77 лет,1198145,425486,772659,Средний
2043,78 лет,1120554,381733,738821,Средний
2043,79 лет,1161816,385085,776731,Средний
2043,80 лет,1109485,353166,756319,Средний
2043,81 лет,1082014,333515,748499,Средний
2043,82 лет,1102979,333828,769151,Средний
2043,83 лет,939372,270693,668679,Средний
2043,84 лет,857015,237170,619845,Средний
2043,85 лет и более,3969597,933381,3036216,Средний
2043,Все население,139325641,64986227,74339414,Средний
2044,0 лет,1421231,731379,689852,Средний
2044,1 год,1422334,731842,690492,Средний
2044,2 года,1418919,729959,688960,Средний
2044,3 года,1408619,724518,684101,Средний
2044,4 года,1397915,718857,679058,Средний
2044,5 лет,1385123,712124,672999,Средний
2044,6 лет,1366501,702389,664112,Средний
2044,7 лет,1337432,687321,650111,Средний
2044,8 лет,1314708,675544,639164,Средний
2044,9 лет,1294661,665167,629494,Средний
2044,10 лет,1277363,656233,621130,Средний
2044,11 лет,1250365,642331,608034,Средний
2044,12 лет,1231073,632397,598676,Средний
2044,13 лет,1222302,627860,594442,Средний
2044,14 лет,1215898,624540,591358,Средний
2044,15 лет,1202863,617814,585049,Средний
2044,16 лет,1190966,611679,579287,Средний
2044,17 лет,1198020,615409,582611,Средний
2044,18 лет,1214543,624375,590168,Средний
2044,19 лет,1242273,639590,602683,Средний
